Value,Name,VariableDescription,Date
19,SAN LORENZO R A SANTA CRUZ CA,Discharge,1/12/21
19,SAN LORENZO R A SANTA CRUZ CA,Discharge,1/12/21
19,SAN LORENZO R A SANTA CRUZ CA,Discharge,1/12/21
"5,312",SMITH R NR CRESCENT CITY CA,Discharge,1/12/21
"5,988",SMITH R NR CRESCENT CITY CA,Discharge,1/12/21
"9,779",SMITH R NR CRESCENT CITY CA,Discharge,1/12/21
"22,106",SMITH R NR CRESCENT CITY CA,Discharge,1/12/21
"45,538",SMITH R NR CRESCENT CITY CA,Discharge,1/12/21
"62,906",SMITH R NR CRESCENT CITY CA,Discharge,1/12/21
397,TRINITY R A JUNCTION CITY CA,Discharge,1/12/21
397,TRINITY R A JUNCTION CITY CA,Discharge,1/12/21
402,TRINITY R A JUNCTION CITY CA,Discharge,1/12/21
409,TRINITY R A JUNCTION CITY CA,Discharge,1/12/21
414,TRINITY R A JUNCTION CITY CA,Discharge,1/12/21
418,TRINITY R A JUNCTION CITY CA,Discharge,1/12/21
316,TRINITY R A LEWISTON CA,Discharge,1/12/21
316,TRINITY R A LEWISTON CA,Discharge,1/12/21
316,TRINITY R A LEWISTON CA,Discharge,1/12/21
316,TRINITY R A LEWISTON CA,Discharge,1/12/21
315,TRINITY R A LEWISTON CA,Discharge,1/12/21
316,TRINITY R A LEWISTON CA,Discharge,1/12/21
758,TRINITY R NR BURNT RANCH CA,Discharge,1/12/21
758,TRINITY R NR BURNT RANCH CA,Discharge,1/12/21
762,TRINITY R NR BURNT RANCH CA,Discharge,1/12/21
774,TRINITY R NR BURNT RANCH CA,Discharge,1/12/21
841,TRINITY R NR BURNT RANCH CA,Discharge,1/12/21
"1,441",TRINITY R NR BURNT RANCH CA,Discharge,1/12/21
373,PUTAH C NR WINTERS CA,Discharge,1/12/21
320,TRUCKEE R A FARAD CA,Discharge,1/12/21
319,TRUCKEE R A FARAD CA,Discharge,1/12/21
318,TRUCKEE R A FARAD CA,Discharge,1/12/21
318,TRUCKEE R A FARAD CA,Discharge,1/12/21
318,TRUCKEE R A FARAD CA,Discharge,1/12/21
314,TRUCKEE R A FARAD CA,Discharge,1/12/21
"10,888","UMPQUA RIVER NEAR ELKTON, OR",Discharge,1/12/21
"10,631","UMPQUA RIVER NEAR ELKTON, OR",Discharge,1/12/21
"10,538","UMPQUA RIVER NEAR ELKTON, OR",Discharge,1/12/21
"10,500","UMPQUA RIVER NEAR ELKTON, OR",Discharge,1/12/21
"10,575","UMPQUA RIVER NEAR ELKTON, OR",Discharge,1/12/21
"10,969","UMPQUA RIVER NEAR ELKTON, OR",Discharge,1/12/21
510,VAN DUZEN R NR BRIDGEVILLE CA,Discharge,1/12/21
492,VAN DUZEN R NR BRIDGEVILLE CA,Discharge,1/12/21
482,VAN DUZEN R NR BRIDGEVILLE CA,Discharge,1/12/21
541,VAN DUZEN R NR BRIDGEVILLE CA,Discharge,1/12/21
725,VAN DUZEN R NR BRIDGEVILLE CA,Discharge,1/12/21
874,VAN DUZEN R NR BRIDGEVILLE CA,Discharge,1/12/21
61,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/15/21
60,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/15/21
58,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/15/21
56,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/15/21
56,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/15/21
60,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/15/21
59,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/15/21
54,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/15/21
51,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/15/21
49,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/15/21
60,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/15/21
70,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/15/21
77,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/15/21
69,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/15/21
64,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/15/21
63,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/15/21
"5,114",EEL R A FORT SEWARD CA,Discharge,1/15/21
"4,659",EEL R A FORT SEWARD CA,Discharge,1/15/21
"4,300",EEL R A FORT SEWARD CA,Discharge,1/15/21
"4,001",EEL R A FORT SEWARD CA,Discharge,1/15/21
"3,764",EEL R A FORT SEWARD CA,Discharge,1/15/21
"3,566",EEL R A FORT SEWARD CA,Discharge,1/15/21
"11,650",EEL R A SCOTIA CA,Discharge,1/15/21
"10,459",EEL R A SCOTIA CA,Discharge,1/15/21
"9,419",EEL R A SCOTIA CA,Discharge,1/15/21
"8,565",EEL R A SCOTIA CA,Discharge,1/15/21
"7,819",EEL R A SCOTIA CA,Discharge,1/15/21
"7,179",EEL R A SCOTIA CA,Discharge,1/15/21
122,HAT C NR HAT CREEK CA,Discharge,1/15/21
123,HAT C NR HAT CREEK CA,Discharge,1/15/21
122,HAT C NR HAT CREEK CA,Discharge,1/15/21
122,HAT C NR HAT CREEK CA,Discharge,1/15/21
122,HAT C NR HAT CREEK CA,Discharge,1/15/21
122,HAT C NR HAT CREEK CA,Discharge,1/15/21
"2,008",MAD R NR ARCATA CA,Discharge,1/15/21
"1,855",MAD R NR ARCATA CA,Discharge,1/15/21
"1,707",MAD R NR ARCATA CA,Discharge,1/15/21
"1,587",MAD R NR ARCATA CA,Discharge,1/15/21
"1,479",MAD R NR ARCATA CA,Discharge,1/15/21
"1,390",MAD R NR ARCATA CA,Discharge,1/15/21
865,MATTOLE R NR ETTERSBURG CA,Discharge,1/15/21
803,MATTOLE R NR ETTERSBURG CA,Discharge,1/15/21
750,MATTOLE R NR ETTERSBURG CA,Discharge,1/15/21
702,MATTOLE R NR ETTERSBURG CA,Discharge,1/15/21
660,MATTOLE R NR ETTERSBURG CA,Discharge,1/15/21
621,MATTOLE R NR ETTERSBURG CA,Discharge,1/15/21
"3,054",MATTOLE R NR PETROLIA CA,Discharge,1/15/21
"2,837",MATTOLE R NR PETROLIA CA,Discharge,1/15/21
"2,707",MATTOLE R NR PETROLIA CA,Discharge,1/15/21
"2,504",MATTOLE R NR PETROLIA CA,Discharge,1/15/21
"2,399",MATTOLE R NR PETROLIA CA,Discharge,1/15/21
"2,289",MATTOLE R NR PETROLIA CA,Discharge,1/15/21
169,N YUBA R BL GOODYEARS BAR CA,Discharge,1/15/21
168,N YUBA R BL GOODYEARS BAR CA,Discharge,1/15/21
166,N YUBA R BL GOODYEARS BAR CA,Discharge,1/15/21
165,N YUBA R BL GOODYEARS BAR CA,Discharge,1/15/21
164,N YUBA R BL GOODYEARS BAR CA,Discharge,1/15/21
163,N YUBA R BL GOODYEARS BAR CA,Discharge,1/15/21
96,NAVARRO R NR NAVARRO CA,Discharge,1/15/21
96,NAVARRO R NR NAVARRO CA,Discharge,1/15/21
97,NAVARRO R NR NAVARRO CA,Discharge,1/15/21
99,NAVARRO R NR NAVARRO CA,Discharge,1/15/21
98,NAVARRO R NR NAVARRO CA,Discharge,1/15/21
96,NAVARRO R NR NAVARRO CA,Discharge,1/15/21
"4,849","NESTUCCA RIVER NEAR BEAVER, OR",Discharge,1/15/21
"4,664","NESTUCCA RIVER NEAR BEAVER, OR",Discharge,1/15/21
"4,378","NESTUCCA RIVER NEAR BEAVER, OR",Discharge,1/15/21
"4,073","NESTUCCA RIVER NEAR BEAVER, OR",Discharge,1/15/21
"3,827","NESTUCCA RIVER NEAR BEAVER, OR",Discharge,1/15/21
"3,595","NESTUCCA RIVER NEAR BEAVER, OR",Discharge,1/15/21
97,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/15/21
102,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/15/21
106,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/15/21
104,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/15/21
105,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/15/21
104,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/15/21
"8,338","NORTH UMPQUA RIVER AT WINCHESTER, OR",Discharge,1/15/21
"7,781","NORTH UMPQUA RIVER AT WINCHESTER, OR",Discharge,1/15/21
"7,349","NORTH UMPQUA RIVER AT WINCHESTER, OR",Discharge,1/15/21
"6,984","NORTH UMPQUA RIVER AT WINCHESTER, OR",Discharge,1/15/21
"6,629","NORTH UMPQUA RIVER AT WINCHESTER, OR",Discharge,1/15/21
"6,388","NORTH UMPQUA RIVER AT WINCHESTER, OR",Discharge,1/15/21
167,NOYO R NR FORT BRAGG CA,Discharge,1/15/21
155,NOYO R NR FORT BRAGG CA,Discharge,1/15/21
144,NOYO R NR FORT BRAGG CA,Discharge,1/15/21
135,NOYO R NR FORT BRAGG CA,Discharge,1/15/21
126,NOYO R NR FORT BRAGG CA,Discharge,1/15/21
118,NOYO R NR FORT BRAGG CA,Discharge,1/15/21
760,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/15/21
"1,221",PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,Discharge,1/15/21
"1,228",PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,Discharge,1/15/21
"1,182",PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,Discharge,1/15/21
"1,336",PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,Discharge,1/15/21
"1,348",PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,Discharge,1/15/21
"1,338",PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,Discharge,1/15/21
73,PUTAH C NR WINTERS CA,Discharge,1/15/21
73,PUTAH C NR WINTERS CA,Discharge,1/15/21
73,PUTAH C NR WINTERS CA,Discharge,1/15/21
73,PUTAH C NR WINTERS CA,Discharge,1/15/21
73,PUTAH C NR WINTERS CA,Discharge,1/15/21
73,PUTAH C NR WINTERS CA,Discharge,1/15/21
"2,480",REDWOOD C A ORICK CA,Discharge,1/15/21
"2,352",REDWOOD C A ORICK CA,Discharge,1/15/21
"2,231",REDWOOD C A ORICK CA,Discharge,1/15/21
"2,116",REDWOOD C A ORICK CA,Discharge,1/15/21
"2,024",REDWOOD C A ORICK CA,Discharge,1/15/21
"1,932",REDWOOD C A ORICK CA,Discharge,1/15/21
344,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,Discharge,1/15/21
382,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,Discharge,1/15/21
408,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,Discharge,1/15/21
418,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,Discharge,1/15/21
418,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,Discharge,1/15/21
415,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,Discharge,1/15/21
16,SAN LORENZO R A BIG TREES CA,Discharge,1/15/21
16,SAN LORENZO R A BIG TREES CA,Discharge,1/15/21
16,SAN LORENZO R A BIG TREES CA,Discharge,1/15/21
16,SAN LORENZO R A BIG TREES CA,Discharge,1/15/21
16,SAN LORENZO R A BIG TREES CA,Discharge,1/15/21
16,SAN LORENZO R A BIG TREES CA,Discharge,1/15/21
18,SAN LORENZO R A SANTA CRUZ CA,Discharge,1/15/21
18,SAN LORENZO R A SANTA CRUZ CA,Discharge,1/15/21
18,SAN LORENZO R A SANTA CRUZ CA,Discharge,1/15/21
18,SAN LORENZO R A SANTA CRUZ CA,Discharge,1/15/21
18,SAN LORENZO R A SANTA CRUZ CA,Discharge,1/15/21
18,SAN LORENZO R A SANTA CRUZ CA,Discharge,1/15/21
"11,888",SMITH R NR CRESCENT CITY CA,Discharge,1/15/21
"10,975",SMITH R NR CRESCENT CITY CA,Discharge,1/15/21
"10,170",SMITH R NR CRESCENT CITY CA,Discharge,1/15/21
"9,511",SMITH R NR CRESCENT CITY CA,Discharge,1/15/21
"8,919",SMITH R NR CRESCENT CITY CA,Discharge,1/15/21
"8,421",SMITH R NR CRESCENT CITY CA,Discharge,1/15/21
"1,095",TRINITY R NR BURNT RANCH CA,Discharge,1/15/21
443,TRINITY R A JUNCTION CITY CA,Discharge,1/15/21
436,TRINITY R A JUNCTION CITY CA,Discharge,1/15/21
433,TRINITY R A JUNCTION CITY CA,Discharge,1/15/21
431,TRINITY R A JUNCTION CITY CA,Discharge,1/15/21
426,TRINITY R A JUNCTION CITY CA,Discharge,1/15/21
426,TRINITY R A JUNCTION CITY CA,Discharge,1/15/21
316,TRINITY R A LEWISTON CA,Discharge,1/15/21
316,TRINITY R A LEWISTON CA,Discharge,1/15/21
316,TRINITY R A LEWISTON CA,Discharge,1/15/21
316,TRINITY R A LEWISTON CA,Discharge,1/15/21
314,TRINITY R A LEWISTON CA,Discharge,1/15/21
316,TRINITY R A LEWISTON CA,Discharge,1/15/21
"1,669",TRINITY R NR BURNT RANCH CA,Discharge,1/15/21
"1,587",TRINITY R NR BURNT RANCH CA,Discharge,1/15/21
"1,511",TRINITY R NR BURNT RANCH CA,Discharge,1/15/21
"1,439",TRINITY R NR BURNT RANCH CA,Discharge,1/15/21
"1,379",TRINITY R NR BURNT RANCH CA,Discharge,1/15/21
"1,333",TRINITY R NR BURNT RANCH CA,Discharge,1/15/21
314,TRUCKEE R A FARAD CA,Discharge,1/15/21
313,TRUCKEE R A FARAD CA,Discharge,1/15/21
311,TRUCKEE R A FARAD CA,Discharge,1/15/21
311,TRUCKEE R A FARAD CA,Discharge,1/15/21
314,TRUCKEE R A FARAD CA,Discharge,1/15/21
314,TRUCKEE R A FARAD CA,Discharge,1/15/21
"20,488","UMPQUA RIVER NEAR ELKTON, OR",Discharge,1/15/21
"19,094","UMPQUA RIVER NEAR ELKTON, OR",Discharge,1/15/21
"17,888","UMPQUA RIVER NEAR ELKTON, OR",Discharge,1/15/21
"16,831","UMPQUA RIVER NEAR ELKTON, OR",Discharge,1/15/21
"15,900","UMPQUA RIVER NEAR ELKTON, OR",Discharge,1/15/21
"15,100","UMPQUA RIVER NEAR ELKTON, OR",Discharge,1/15/21
900,VAN DUZEN R NR BRIDGEVILLE CA,Discharge,1/15/21
845,VAN DUZEN R NR BRIDGEVILLE CA,Discharge,1/15/21
799,VAN DUZEN R NR BRIDGEVILLE CA,Discharge,1/15/21
760,VAN DUZEN R NR BRIDGEVILLE CA,Discharge,1/15/21
723,VAN DUZEN R NR BRIDGEVILLE CA,Discharge,1/15/21
688,VAN DUZEN R NR BRIDGEVILLE CA,Discharge,1/15/21
61,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/18/21
60,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/18/21
59,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/18/21
59,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/18/21
64,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/18/21
64,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/18/21
65,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/18/21
64,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/18/21
64,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/18/21
63,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/18/21
63,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/18/21
63,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/18/21
63,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/18/21
63,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/18/21
63,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/18/21
61,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/18/21
62,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/18/21
"2,158",EEL R A FORT SEWARD CA,Discharge,1/18/21
"2,113",EEL R A FORT SEWARD CA,Discharge,1/18/21
"2,071",EEL R A FORT SEWARD CA,Discharge,1/18/21
"2,029",EEL R A FORT SEWARD CA,Discharge,1/18/21
"1,986",EEL R A FORT SEWARD CA,Discharge,1/18/21
"1,940",EEL R A FORT SEWARD CA,Discharge,1/18/21
"3,810",EEL R A SCOTIA CA,Discharge,1/18/21
"3,687",EEL R A SCOTIA CA,Discharge,1/18/21
"3,580",EEL R A SCOTIA CA,Discharge,1/18/21
"3,464",EEL R A SCOTIA CA,Discharge,1/18/21
"3,377",EEL R A SCOTIA CA,Discharge,1/18/21
"3,285",EEL R A SCOTIA CA,Discharge,1/18/21
122,HAT C NR HAT CREEK CA,Discharge,1/18/21
121,HAT C NR HAT CREEK CA,Discharge,1/18/21
122,HAT C NR HAT CREEK CA,Discharge,1/18/21
123,HAT C NR HAT CREEK CA,Discharge,1/18/21
121,HAT C NR HAT CREEK CA,Discharge,1/18/21
121,HAT C NR HAT CREEK CA,Discharge,1/18/21
84,LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA,Discharge,1/18/21
84,LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA,Discharge,1/18/21
730,MAD R NR ARCATA CA,Discharge,1/18/21
700,MAD R NR ARCATA CA,Discharge,1/18/21
678,MAD R NR ARCATA CA,Discharge,1/18/21
652,MAD R NR ARCATA CA,Discharge,1/18/21
632,MAD R NR ARCATA CA,Discharge,1/18/21
612,MAD R NR ARCATA CA,Discharge,1/18/21
352,MATTOLE R NR ETTERSBURG CA,Discharge,1/18/21
338,MATTOLE R NR ETTERSBURG CA,Discharge,1/18/21
327,MATTOLE R NR ETTERSBURG CA,Discharge,1/18/21
320,MATTOLE R NR ETTERSBURG CA,Discharge,1/18/21
308,MATTOLE R NR ETTERSBURG CA,Discharge,1/18/21
297,MATTOLE R NR ETTERSBURG CA,Discharge,1/18/21
"1,381",MATTOLE R NR PETROLIA CA,Discharge,1/18/21
"1,341",MATTOLE R NR PETROLIA CA,Discharge,1/18/21
"1,327",MATTOLE R NR PETROLIA CA,Discharge,1/18/21
"1,295",MATTOLE R NR PETROLIA CA,Discharge,1/18/21
"1,249",MATTOLE R NR PETROLIA CA,Discharge,1/18/21
"1,223",MATTOLE R NR PETROLIA CA,Discharge,1/18/21
175,N YUBA R BL GOODYEARS BAR CA,Discharge,1/18/21
176,N YUBA R BL GOODYEARS BAR CA,Discharge,1/18/21
176,N YUBA R BL GOODYEARS BAR CA,Discharge,1/18/21
174,N YUBA R BL GOODYEARS BAR CA,Discharge,1/18/21
172,N YUBA R BL GOODYEARS BAR CA,Discharge,1/18/21
169,N YUBA R BL GOODYEARS BAR CA,Discharge,1/18/21
79,NAVARRO R NR NAVARRO CA,Discharge,1/18/21
78,NAVARRO R NR NAVARRO CA,Discharge,1/18/21
77,NAVARRO R NR NAVARRO CA,Discharge,1/18/21
76,NAVARRO R NR NAVARRO CA,Discharge,1/18/21
73,NAVARRO R NR NAVARRO CA,Discharge,1/18/21
69,NAVARRO R NR NAVARRO CA,Discharge,1/18/21
"2,184","NESTUCCA RIVER NEAR BEAVER, OR",Discharge,1/18/21
"2,125","NESTUCCA RIVER NEAR BEAVER, OR",Discharge,1/18/21
"2,065","NESTUCCA RIVER NEAR BEAVER, OR",Discharge,1/18/21
"2,013","NESTUCCA RIVER NEAR BEAVER, OR",Discharge,1/18/21
"1,945","NESTUCCA RIVER NEAR BEAVER, OR",Discharge,1/18/21
"1,906","NESTUCCA RIVER NEAR BEAVER, OR",Discharge,1/18/21
109,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/18/21
112,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/18/21
111,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/18/21
109,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/18/21
109,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/18/21
110,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/18/21
"4,170","NORTH UMPQUA RIVER AT WINCHESTER, OR",Discharge,1/18/21
"4,073","NORTH UMPQUA RIVER AT WINCHESTER, OR",Discharge,1/18/21
"3,983","NORTH UMPQUA RIVER AT WINCHESTER, OR",Discharge,1/18/21
"3,898","NORTH UMPQUA RIVER AT WINCHESTER, OR",Discharge,1/18/21
"3,791","NORTH UMPQUA RIVER AT WINCHESTER, OR",Discharge,1/18/21
"3,708","NORTH UMPQUA RIVER AT WINCHESTER, OR",Discharge,1/18/21
60,NOYO R NR FORT BRAGG CA,Discharge,1/18/21
58,NOYO R NR FORT BRAGG CA,Discharge,1/18/21
55,NOYO R NR FORT BRAGG CA,Discharge,1/18/21
53,NOYO R NR FORT BRAGG CA,Discharge,1/18/21
51,NOYO R NR FORT BRAGG CA,Discharge,1/18/21
49,NOYO R NR FORT BRAGG CA,Discharge,1/18/21
"1,349",PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,Discharge,1/18/21
"1,354",PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,Discharge,1/18/21
"1,263",PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,Discharge,1/18/21
"1,246",PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,Discharge,1/18/21
"1,246",PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,Discharge,1/18/21
"1,242",PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,Discharge,1/18/21
109,PUTAH C NR WINTERS CA,Discharge,1/18/21
108,PUTAH C NR WINTERS CA,Discharge,1/18/21
81,PUTAH C NR WINTERS CA,Discharge,1/18/21
67,PUTAH C NR WINTERS CA,Discharge,1/18/21
66,PUTAH C NR WINTERS CA,Discharge,1/18/21
66,PUTAH C NR WINTERS CA,Discharge,1/18/21
"1,282",REDWOOD C A ORICK CA,Discharge,1/18/21
"1,247",REDWOOD C A ORICK CA,Discharge,1/18/21
"1,219",REDWOOD C A ORICK CA,Discharge,1/18/21
"1,193",REDWOOD C A ORICK CA,Discharge,1/18/21
"1,161",REDWOOD C A ORICK CA,Discharge,1/18/21
"1,133",REDWOOD C A ORICK CA,Discharge,1/18/21
328,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,Discharge,1/18/21
323,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,Discharge,1/18/21
320,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,Discharge,1/18/21
317,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,Discharge,1/18/21
311,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,Discharge,1/18/21
308,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,Discharge,1/18/21
16,SAN LORENZO R A BIG TREES CA,Discharge,1/18/21
16,SAN LORENZO R A BIG TREES CA,Discharge,1/18/21
15,SAN LORENZO R A BIG TREES CA,Discharge,1/18/21
15,SAN LORENZO R A BIG TREES CA,Discharge,1/18/21
15,SAN LORENZO R A BIG TREES CA,Discharge,1/18/21
15,SAN LORENZO R A BIG TREES CA,Discharge,1/18/21
17,SAN LORENZO R A SANTA CRUZ CA,Discharge,1/18/21
17,SAN LORENZO R A SANTA CRUZ CA,Discharge,1/18/21
17,SAN LORENZO R A SANTA CRUZ CA,Discharge,1/18/21
17,SAN LORENZO R A SANTA CRUZ CA,Discharge,1/18/21
17,SAN LORENZO R A SANTA CRUZ CA,Discharge,1/18/21
16,SAN LORENZO R A SANTA CRUZ CA,Discharge,1/18/21
"4,797",SMITH R NR CRESCENT CITY CA,Discharge,1/18/21
"4,650",SMITH R NR CRESCENT CITY CA,Discharge,1/18/21
"4,493",SMITH R NR CRESCENT CITY CA,Discharge,1/18/21
"4,386",SMITH R NR CRESCENT CITY CA,Discharge,1/18/21
"4,227",SMITH R NR CRESCENT CITY CA,Discharge,1/18/21
"4,114",SMITH R NR CRESCENT CITY CA,Discharge,1/18/21
409,TRINITY R A JUNCTION CITY CA,Discharge,1/18/21
407,TRINITY R A JUNCTION CITY CA,Discharge,1/18/21
406,TRINITY R A JUNCTION CITY CA,Discharge,1/18/21
406,TRINITY R A JUNCTION CITY CA,Discharge,1/18/21
404,TRINITY R A JUNCTION CITY CA,Discharge,1/18/21
403,TRINITY R A JUNCTION CITY CA,Discharge,1/18/21
316,TRINITY R A LEWISTON CA,Discharge,1/18/21
316,TRINITY R A LEWISTON CA,Discharge,1/18/21
316,TRINITY R A LEWISTON CA,Discharge,1/18/21
314,TRINITY R A LEWISTON CA,Discharge,1/18/21
311,TRINITY R A LEWISTON CA,Discharge,1/18/21
315,TRINITY R A LEWISTON CA,Discharge,1/18/21
"1,062",TRINITY R NR BURNT RANCH CA,Discharge,1/18/21
"1,059",TRINITY R NR BURNT RANCH CA,Discharge,1/18/21
"1,047",TRINITY R NR BURNT RANCH CA,Discharge,1/18/21
"1,023",TRINITY R NR BURNT RANCH CA,Discharge,1/18/21
"1,004",TRINITY R NR BURNT RANCH CA,Discharge,1/18/21
989,TRINITY R NR BURNT RANCH CA,Discharge,1/18/21
314,TRUCKEE R A FARAD CA,Discharge,1/18/21
314,TRUCKEE R A FARAD CA,Discharge,1/18/21
312,TRUCKEE R A FARAD CA,Discharge,1/18/21
311,TRUCKEE R A FARAD CA,Discharge,1/18/21
312,TRUCKEE R A FARAD CA,Discharge,1/18/21
311,TRUCKEE R A FARAD CA,Discharge,1/18/21
"9,333","UMPQUA RIVER NEAR ELKTON, OR",Discharge,1/18/21
"9,038","UMPQUA RIVER NEAR ELKTON, OR",Discharge,1/18/21
"8,774","UMPQUA RIVER NEAR ELKTON, OR",Discharge,1/18/21
"8,504","UMPQUA RIVER NEAR ELKTON, OR",Discharge,1/18/21
"8,291","UMPQUA RIVER NEAR ELKTON, OR",Discharge,1/18/21
"8,062","UMPQUA RIVER NEAR ELKTON, OR",Discharge,1/18/21
402,VAN DUZEN R NR BRIDGEVILLE CA,Discharge,1/18/21
388,VAN DUZEN R NR BRIDGEVILLE CA,Discharge,1/18/21
375,VAN DUZEN R NR BRIDGEVILLE CA,Discharge,1/18/21
364,VAN DUZEN R NR BRIDGEVILLE CA,Discharge,1/18/21
352,VAN DUZEN R NR BRIDGEVILLE CA,Discharge,1/18/21
342,VAN DUZEN R NR BRIDGEVILLE CA,Discharge,1/18/21
64,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/17/21
63,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/17/21
63,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/17/21
63,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/17/21
64,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/17/21
63,E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE,Discharge,1/17/21
