Value,Name,VariableDescription,Date
"1,606","ROGUE RIVER AT GRANTS PASS, OR",Discharge,1/26/21
"1,606","ROGUE RIVER AT GRANTS PASS, OR",Discharge,1/26/21
"1,620","ROGUE RIVER AT GRANTS PASS, OR",Discharge,1/26/21
"7,511","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/6/21
"7,514","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/6/21
"7,519","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/6/21
"7,495","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/6/21
"7,488","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/7/21
"7,477","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/7/21
"7,490","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/7/21
"7,529","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/7/21
"7,554","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/7/21
"7,563","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/7/21
"7,545","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/7/21
"7,496","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/7/21
"7,445","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/7/21
"7,434","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/7/21
"7,506","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/7/21
"7,616","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/7/21
"7,690","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/7/21
"7,816","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/7/21
"7,916","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/7/21
"7,974","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/7/21
"8,001","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/7/21
"8,033","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/8/21
"8,068","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/8/21
"8,076","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/8/21
"8,072","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/8/21
"8,068","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/8/21
"8,055","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/8/21
"8,024","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/8/21
"7,997","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/8/21
"7,974","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/8/21
"7,992","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/8/21
"8,046","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/8/21
"8,111","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/8/21
"8,126","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/8/21
"8,101","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/8/21
"8,063","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/8/21
"8,001","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/8/21
"7,964","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/9/21
"7,928","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/9/21
"7,903","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/9/21
"7,903","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/9/21
"7,910","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/9/21
"7,936","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/9/21
"7,973","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/9/21
"7,983","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/9/21
"7,968","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/9/21
"7,919","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/9/21
"7,856","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/9/21
"7,761","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/9/21
"7,679","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/9/21
"7,564","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/9/21
"7,451","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/9/21
"7,329","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/9/21
"7,223","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/9/21
"7,179","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/9/21
"7,179","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/10/21
"7,131","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/10/21
"7,067","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/10/21
"7,008","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/10/21
"6,951","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/10/21
"6,893","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/10/21
"6,829","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/10/21
"6,766","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/10/21
"6,706","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/10/21
"6,639","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/10/21
"6,596","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/10/21
"6,561","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/10/21
"6,531","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/10/21
"6,479","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/10/21
"6,408","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/10/21
"6,338","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/10/21
"6,279","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/10/21
"6,251","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/11/21
"6,249","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/11/21
"6,243","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/11/21
"6,219","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/11/21
"6,170","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/11/21
"6,138","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/11/21
"6,114","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/11/21
"6,071","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/11/21
"6,029","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/11/21
"5,979","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/11/21
"5,929","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/11/21
"5,884","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/11/21
"5,839","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/11/21
"5,788","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/11/21
"5,749","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/11/21
"5,734","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/11/21
"5,711","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/11/21
"5,694","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/12/21
"5,679","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/12/21
"5,714","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/12/21
"5,779","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/12/21
"5,869","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/12/21
"6,084","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/12/21
"6,471","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/12/21
"7,033","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/12/21
"7,734","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/12/21
"8,469","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/12/21
"9,173","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/12/21
"9,637","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/12/21
"10,026","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/12/21
"10,350","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/12/21
"10,631","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/12/21
"10,900","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/12/21
"11,294","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/12/21
"12,338","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/13/21
"13,313","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/13/21
"13,900","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/13/21
"14,225","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/13/21
"14,438","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/13/21
"14,606","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/13/21
"14,756","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/13/21
"14,838","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/13/21
"14,988","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/13/21
"15,106","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/13/21
"15,244","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/13/21
"15,406","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/13/21
"15,719","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/13/21
"16,106","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/13/21
"16,469","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/13/21
"16,894","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/13/21
"17,163","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/13/21
"17,125","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/14/21
"16,919","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/14/21
"16,544","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/14/21
"16,069","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/14/21
"15,650","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/14/21
"15,169","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/14/21
"14,675","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/14/21
"14,113","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/14/21
"13,638","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/14/21
"13,188","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/14/21
"12,744","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/14/21
"12,306","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/14/21
"11,925","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/14/21
"11,550","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/14/21
"11,181","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/14/21
"10,888","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/14/21
"10,606","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/14/21
"10,344","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/15/21
"10,098","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/15/21
"9,838","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/15/21
"9,634","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/15/21
"9,425","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/15/21
"9,185","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/15/21
"9,010","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/15/21
"8,836","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/15/21
"8,659","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/15/21
"8,507","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/15/21
"8,350","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/15/21
"8,223","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/15/21
"8,111","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/15/21
"7,990","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/15/21
"7,877","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/15/21
"7,746","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/15/21
"7,631","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/15/21
"7,508","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/16/21
"7,389","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/16/21
"7,286","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/16/21
"7,194","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/16/21
"7,108","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/16/21
"7,018","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/16/21
"6,960","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/16/21
"6,898","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/16/21
"6,838","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/16/21
"6,769","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/16/21
"6,693","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/16/21
"6,634","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/16/21
"6,557","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/16/21
"6,489","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/16/21
"6,426","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/16/21
"6,356","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/16/21
"6,280","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/16/21
"6,221","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/16/21
"6,154","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/17/21
"6,089","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/17/21
"6,036","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/17/21
"5,978","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/17/21
"5,923","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/17/21
"5,876","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/17/21
"5,824","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/17/21
"5,768","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/17/21
"5,719","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/17/21
"5,658","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/17/21
"5,608","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/17/21
"5,564","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/17/21
"5,511","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/17/21
"5,465","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/17/21
"5,414","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/17/21
"5,373","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/17/21
"5,330","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/17/21
"5,285","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/18/21
"5,229","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/18/21
"5,194","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/18/21
"5,164","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/18/21
"5,128","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/18/21
"5,075","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/18/21
"5,048","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/18/21
"5,014","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/18/21
"4,981","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/18/21
"4,931","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/18/21
"4,891","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/18/21
"4,866","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/18/21
"4,846","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/18/21
"4,815","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/18/21
"4,790","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/18/21
"4,753","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/18/21
"4,713","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/18/21
"4,680","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/19/21
"4,656","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/19/21
"4,631","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/19/21
"4,613","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/19/21
"4,590","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/19/21
"4,560","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/19/21
"4,544","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/19/21
"4,518","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/19/21
"4,502","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/19/21
"4,468","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/19/21
"4,436","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/19/21
"4,411","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/19/21
"4,388","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/19/21
"4,365","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/19/21
"4,349","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/19/21
"4,328","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/19/21
"4,309","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/19/21
"4,284","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/20/21
"4,263","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/20/21
"4,235","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/20/21
"4,213","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/20/21
"4,202","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/20/21
"4,186","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/20/21
"4,175","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/20/21
"4,158","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/20/21
"4,145","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/20/21
"4,126","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/20/21
"4,114","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/20/21
"4,123","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/20/21
"4,128","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/20/21
"4,120","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/20/21
"4,109","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/20/21
"4,095","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/20/21
"4,079","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/20/21
"4,063","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/20/21
"4,043","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/21/21
"4,019","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/21/21
"3,997","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/21/21
"3,984","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/21/21
"3,984","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/21/21
"3,985","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/21/21
"3,991","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/21/21
"4,003","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/21/21
"3,996","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/21/21
"3,988","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/21/21
"3,979","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/21/21
"3,963","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/21/21
"3,948","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/21/21
"3,940","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/21/21
"3,930","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/21/21
"3,918","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/21/21
"3,901","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/21/21
"3,891","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/22/21
"3,876","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/22/21
"3,858","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/22/21
"3,845","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/22/21
"3,841","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/22/21
"3,834","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/22/21
"3,835","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/22/21
"3,826","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/22/21
"3,822","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/22/21
"3,817","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/22/21
"3,794","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/22/21
"3,783","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/22/21
"3,776","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/22/21
"3,766","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/22/21
"3,764","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/22/21
"3,761","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/22/21
"3,761","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/22/21
"3,755","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/23/21
"3,739","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/23/21
"3,735","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/23/21
"3,738","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/23/21
"3,741","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/23/21
"3,743","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/23/21
"3,739","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/23/21
"3,733","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/23/21
"3,734","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/23/21
"3,731","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/23/21
"3,728","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/23/21
"3,732","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/23/21
"3,734","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/23/21
"3,731","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/23/21
"3,719","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/23/21
"3,699","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/23/21
"3,675","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/23/21
"3,663","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/23/21
"3,646","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/24/21
"3,633","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/24/21
"3,619","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/24/21
"3,611","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/24/21
"3,605","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/24/21
"3,607","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/24/21
"3,608","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/24/21
"3,609","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/24/21
"3,608","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/24/21
"3,595","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/24/21
"3,604","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/24/21
"3,614","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/24/21
"3,621","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/24/21
"3,618","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/24/21
"3,613","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/24/21
"3,602","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/24/21
"3,571","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/24/21
"3,556","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/25/21
"3,543","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/25/21
"3,550","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/25/21
"3,543","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/25/21
"3,535","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/25/21
"3,535","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/25/21
"3,540","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/25/21
"3,530","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/25/21
"3,530","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/25/21
"3,521","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/25/21
"3,520","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/25/21
"3,534","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/25/21
"3,529","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/25/21
"3,511","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/25/21
"3,503","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/25/21
"3,498","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/25/21
"3,494","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/26/21
"3,488","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/26/21
"3,488","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/26/21
"3,478","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/26/21
"3,471","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/26/21
"3,465","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/26/21
"3,468","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/26/21
"3,453","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/26/21
"3,461","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/26/21
"3,478","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/26/21
"3,502","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/26/21
"2,642","ROGUE RIVER NEAR AGNESS, OR",Discharge,1/21/21
"3,460",EEL R A FORT SEWARD CA,Discharge,1/6/21
124,HAT C NR HAT CREEK CA,Discharge,1/6/21
124,HAT C NR HAT CREEK CA,Discharge,1/6/21
84,LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA,Discharge,1/6/21
"1,796",MAD R NR ARCATA CA,Discharge,1/6/21
"1,792",MAD R NR ARCATA CA,Discharge,1/6/21
640,MATTOLE R NR ETTERSBURG CA,Discharge,1/6/21
"2,395",MATTOLE R NR PETROLIA CA,Discharge,1/6/21
230,N YUBA R BL GOODYEARS BAR CA,Discharge,1/6/21
221,N YUBA R BL GOODYEARS BAR CA,Discharge,1/6/21
128,NAVARRO R NR NAVARRO CA,Discharge,1/6/21
123,NAVARRO R NR NAVARRO CA,Discharge,1/6/21
"4,431","NESTUCCA RIVER NEAR BEAVER, OR",Discharge,1/6/21
208,NF AMERICAN R A NORTH FORK DAM CA,Discharge,1/6/21
"7,159","NORTH UMPQUA RIVER AT WINCHESTER, OR",Discharge,1/6/21
106,NOYO R NR FORT BRAGG CA,Discharge,1/6/21
"1,324",PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA,Discharge,1/6/21
85,PUTAH C NR WINTERS CA,Discharge,1/6/21
"1,728",REDWOOD C A ORICK CA,Discharge,1/6/21
"1,885",REDWOOD C A ORICK CA,Discharge,1/6/21
526,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,Discharge,1/6/21
23,SAN LORENZO R A BIG TREES CA,Discharge,1/6/21
26,SAN LORENZO R A SANTA CRUZ CA,Discharge,1/6/21
"11,181",SMITH R NR CRESCENT CITY CA,Discharge,1/6/21
437,TRINITY R A JUNCTION CITY CA,Discharge,1/6/21
316,TRINITY R A LEWISTON CA,Discharge,1/6/21
